cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0930,1,H14_open_ast_cem_diversity,P11_volatility_basis,HorizonSpread,H6,same_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(realized_vol_24,4)),Rank(TSMean(realized_vol_24,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(realized_vol_24,H6)),Rank(TSMean(realized_vol_24,H12))),H6)))",12,H12
C0931,0,H04_basis_compression_expansion,P14_horizon_spread,RollingMaxRank,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMax(ret_6,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMax(ret_6,H6)),H6))))",3,H6
C0931,1,H04_basis_compression_expansion,P14_horizon_spread,RollingMaxRank,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(ret_12,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(ret_12,H6)),H6)))))",4,H6
C0932,0,H12_horizon_ensemble_stability,P5_basis_premium,DeltaRank,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(Delta(mark_index_ratio,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(Delta(mark_index_ratio,H6)),H6))))",3,H6
C0932,1,H12_horizon_ensemble_stability,P5_basis_premium,DeltaRank,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(Delta(mark_minus_index,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(Delta(mark_minus_index,H6)),H6)))))",4,H6
C0933,0,H04_basis_compression_expansion,P10_price_liquidity,HorizonSpread,spread_12_vs_48,cross_symbol_rank,none,F3_high_liquidity_high_vol,"cross_symbol_rank(TSMean(Sub(Rank(TSMean(ret_6,3)),Rank(TSMean(ret_6,5))),3))","cross_symbol_rank(TSMean(Sub(Rank(TSMean(ret_6,H6)),Rank(TSMean(ret_6,H6))),H6))",5,H6
C0933,1,H04_basis_compression_expansion,P10_price_liquidity,HorizonSpread,spread_12_vs_48,cross_symbol_rank,none,F3_high_liquidity_high_vol,"cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(ret_12,4)),Rank(TSMean(ret_12,12))),4)))","cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(ret_12,H6)),Rank(TSMean(ret_12,H12))),H6)))",12,H12
C0934,0,H13_symbol_tier_relative,P6_funding_observable,SafeDivZScore,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(SafeDiv(ZScore(TSMean(latest_known_funding_rate,3)),Clip(Abs(ZScore(TSMean(funding_rate_persistence_3,5))),0.02,1.5)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(SafeDiv(ZScore(TSMean(latest_known_funding_rate,H6)),Clip(Abs(ZScore(TSMean(funding_rate_persistence_3,H6))),0.02,1.5)),H6)))",5,H6
C0934,1,H13_symbol_tier_relative,P6_funding_observable,SafeDivZScore,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(SafeDiv(ZScore(TSMean(funding_rate_z_24,4)),Clip(Abs(ZScore(TSMean(funding_rate_z_24,12))),0.05,2.0)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(SafeDiv(ZScore(TSMean(funding_rate_z_24,H6)),Clip(Abs(ZScore(TSMean(funding_rate_z_24,H12))),0.05,2.0)),H6))))",12,H12
C0935,0,H13_symbol_tier_relative,P7_cross_symbol_relative,AbsZScore,H24,same_symbol_rank,none,F7_trend_reversal,"TSMean(Abs(ZScore(Delta(cs_z_ret_6,3))),3)","TSMean(Abs(ZScore(Delta(cs_z_ret_6,H6))),H6)",3,H6
C0935,1,H13_symbol_tier_relative,P7_cross_symbol_relative,AbsZScore,H24,same_symbol_rank,none,F7_trend_reversal,"Rank(TSMean(Abs(ZScore(Delta(cs_z_ret_12,4))),4))","Rank(TSMean(Abs(ZScore(Delta(cs_z_ret_12,H6))),H6))",4,H6
C0936,0,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,WinsorZScore,H6,same_symbol_rank,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(avg_trade_size_quote,3),1.5),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(avg_trade_size_quote,H6),1.5),H6)))",3,H6
C0936,1,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,WinsorZScore,H6,same_symbol_rank,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(number_of_trades,4),2.0),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(number_of_trades,H6),2.0),H6))))",4,H6
C0937,0,H03_basis_premium_residual,P12_liquidity_flow,ResidualizeVsFundingCore,mixed_6_24,same_symbol_rank,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(quote_volume_mean_12,3)),ZScore(TSMean(taker_buy_ratio,5)))),3))","ResidualizeVsCore4(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(quote_volume_mean_12,H6)),ZScore(TSMean(taker_buy_ratio,H6)))),H6))",5,H6
C0937,1,H03_basis_premium_residual,P12_liquidity_flow,ResidualizeVsFundingCore,mixed_6_24,same_symbol_rank,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(quote_volume_mean_24,4)),ZScore(TSMean(taker_imbalance,12)))),4)))","ResidualizeVsCore4(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(quote_volume_mean_24,H6)),ZScore(TSMean(taker_imbalance,H12)))),H6)))",12,H12
C0938,0,H09_trend_reversal_horizon_mix,P1_range_volatility,Rank,spread_12_vs_48,cross_symbol_zscore,none,F11_cross_symbol_crowding,"cross_symbol_zscore(TSMean(Rank(TSMean(hl_range,3)),3))","cross_symbol_zscore(TSMean(Rank(TSMean(hl_range,H6)),H6))",3,H6
C0938,1,H09_trend_reversal_horizon_mix,P1_range_volatility,Rank,spread_12_vs_48,cross_symbol_zscore,none,F11_cross_symbol_crowding,"cross_symbol_zscore(Rank(TSMean(Rank(TSMean(realized_vol_6,4)),4)))","cross_symbol_zscore(Rank(TSMean(Rank(TSMean(realized_vol_6,H6)),H6)))",4,H6
C0939,0,H15_placebo_null_adversarial,P13_trade_size_volatility,TSStdZScore,mixed_6_24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(TSStd(avg_trade_size_quote,3)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(TSStd(avg_trade_size_quote,H6)),H6)))",3,H6
C0939,1,H15_placebo_null_adversarial,P13_trade_size_volatility,TSStdZScore,mixed_6_24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(TSStd(number_of_trades,4)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(TSStd(number_of_trades,H6)),H6))))",4,H6
C0940,0,H06_liquidity_structure_ex_realized_vol_mul,P2_liquidity,NegRank,mixed_12_48,cross_symbol_rank,none,F11_cross_symbol_crowding,"cross_symbol_rank(TSMean(Neg(Rank(Decay(quote_asset_volume,3))),3))","cross_symbol_rank(TSMean(Neg(Rank(Decay(quote_asset_volume,H6))),H6))",3,H6
C0940,1,H06_liquidity_structure_ex_realized_vol_mul,P2_liquidity,NegRank,mixed_12_48,cross_symbol_rank,none,F11_cross_symbol_crowding,"cross_symbol_rank(Rank(TSMean(Neg(Rank(Decay(number_of_trades,4))),4)))","cross_symbol_rank(Rank(TSMean(Neg(Rank(Decay(number_of_trades,H6))),H6)))",4,H6
C0941,0,H10_range_breakout_failure,P10_price_liquidity,AbsZScore,mixed_12_48,same_symbol_rank,FundingCore,F5_funding_neutral,"ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(ret_6,3))),3))","ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6))",3,H6
C0941,1,H10_range_breakout_failure,P10_price_liquidity,AbsZScore,mixed_12_48,same_symbol_rank,FundingCore,F5_funding_neutral,"ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(ret_12,4))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(ret_12,H6))),H6)))",4,H6
C0942,0,H07_taker_flow_lag_stable,P9_price_basis,TSMeanRank,spread_12_vs_48,same_symbol_rank,none,F2_low_liquidity,"TSMean(Rank(TSMean(ret_6,3)),3)","TSMean(Rank(TSMean(ret_6,H6)),H6)",3,H6
C0942,1,H07_taker_flow_lag_stable,P9_price_basis,TSMeanRank,spread_12_vs_48,same_symbol_rank,none,F2_low_liquidity,"Rank(TSMean(Rank(TSMean(ret_12,4)),4))","Rank(TSMean(Rank(TSMean(ret_12,H6)),H6))",4,H6
C0943,0,H13_symbol_tier_relative,P15_open_ast_diverse,TSStdZScore,H6,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(cross_symbol_rank(TSMean(ZScore(TSStd(mark_index_ratio,3)),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(ZScore(TSStd(mark_index_ratio,H6)),H6)))",3,H6
C0943,1,H13_symbol_tier_relative,P15_open_ast_diverse,TSStdZScore,H6,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(mark_minus_index,4)),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(mark_minus_index,H6)),H6))))",4,H6
C0944,0,H03_basis_premium_residual,P1_range_volatility,HorizonSpread,H6,same_symbol_zscore,none,F5_funding_neutral,"TSMean(Sub(Rank(TSMean(hl_range,3)),Rank(TSMean(hl_range,5))),3)","TSMean(Sub(Rank(TSMean(hl_range,H6)),Rank(TSMean(hl_range,H6))),H6)",5,H6
C0944,1,H03_basis_premium_residual,P1_range_volatility,HorizonSpread,H6,same_symbol_zscore,none,F5_funding_neutral,"Rank(TSMean(Sub(Rank(TSMean(realized_vol_6,4)),Rank(TSMean(realized_vol_6,12))),4))","Rank(TSMean(Sub(Rank(TSMean(realized_vol_6,H6)),Rank(TSMean(realized_vol_6,H12))),H6))",12,H12
C0945,0,H08_trade_size_microstructure_lite,P3_trade_size,CrossSymbolRank,H6,same_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,3)),3))","ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,H6)),H6))",3,H6
C0945,1,H08_trade_size_microstructure_lite,P3_trade_size,CrossSymbolRank,H6,same_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(number_of_trades,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(number_of_trades,H6)),H6)))",4,H6
C0946,0,H15_placebo_null_adversarial,P9_price_basis,ZScore,H48,same_symbol_rank,FundingCore,F5_funding_neutral,"ResidualizeVsFundingCore(TSMean(ZScore(Decay(ret_6,3)),3))","ResidualizeVsFundingCore(TSMean(ZScore(Decay(ret_6,H6)),H6))",3,H6
C0946,1,H15_placebo_null_adversarial,P9_price_basis,ZScore,H48,same_symbol_rank,FundingCore,F5_funding_neutral,"ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(ret_12,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(ret_12,H6)),H6)))",4,H6
C0947,0,H08_trade_size_microstructure_lite,P15_open_ast_diverse,AbsZScore,H72,same_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(mark_index_ratio,3))),3))","ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(mark_index_ratio,H6))),H6))",3,H6
C0947,1,H08_trade_size_microstructure_lite,P15_open_ast_diverse,AbsZScore,H72,same_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(mark_minus_index,4))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(mark_minus_index,H6))),H6)))",4,H6
C0948,0,H04_basis_compression_expansion,P2_liquidity,AbsZScore,H12,same_symbol_rank,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(quote_asset_volume,3))),3))","ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(quote_asset_volume,H6))),H6))",3,H6
C0948,1,H04_basis_compression_expansion,P2_liquidity,AbsZScore,H12,same_symbol_rank,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(number_of_trades,4))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(number_of_trades,H6))),H6)))",4,H6
C0949,0,H14_open_ast_cem_diversity,P7_cross_symbol_relative,DecayZScore,H6,cross_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(Decay(cs_z_ret_6,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(Decay(cs_z_ret_6,H6)),H6))))",3,H6
C0949,1,H14_open_ast_cem_diversity,P7_cross_symbol_relative,DecayZScore,H6,cross_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(Decay(cs_z_ret_12,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(Decay(cs_z_ret_12,H6)),H6)))))",4,H6
C0950,0,H02_cross_symbol_dispersion_reversal,P12_liquidity_flow,ClipRank,H12,same_symbol_rank,FundingCore,F9_liquidity_shock,"ResidualizeVsFundingCore(TSMean(Clip(Rank(TSMean(quote_volume_mean_12,3)),-1.5,1.5),3))","ResidualizeVsFundingCore(TSMean(Clip(Rank(TSMean(quote_volume_mean_12,H6)),-1.5,1.5),H6))",3,H6
C0950,1,H02_cross_symbol_dispersion_reversal,P12_liquidity_flow,ClipRank,H12,same_symbol_rank,FundingCore,F9_liquidity_shock,"ResidualizeVsFundingCore(Rank(TSMean(Clip(Rank(TSMean(quote_volume_mean_24,4)),-2.0,2.0),4)))","ResidualizeVsFundingCore(Rank(TSMean(Clip(Rank(TSMean(quote_volume_mean_24,H6)),-2.0,2.0),H6)))",4,H6
C0951,0,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,AbsZScore,H72,cross_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(realized_vol_24,3))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(realized_vol_24,H6))),H6))))",3,H6
C0951,1,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,AbsZScore,H72,cross_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(quote_volume_mean_24,4))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(quote_volume_mean_24,H6))),H6)))))",4,H6
C0952,0,H01_cross_symbol_relative_strength,P11_volatility_basis,CrossSymbolRank,H48,same_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(realized_vol_12,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(realized_vol_12,H6)),H6)))",3,H6
C0952,1,H01_cross_symbol_relative_strength,P11_volatility_basis,CrossSymbolRank,H48,same_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(realized_vol_24,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(realized_vol_24,H6)),H6))))",4,H6
C0953,0,H05_volatility_structure_ex_liquidity_mul,P11_volatility_basis,ClipRank,H6,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(cross_symbol_rank(TSMean(Clip(Rank(TSMean(realized_vol_12,3)),-1.5,1.5),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(Clip(Rank(TSMean(realized_vol_12,H6)),-1.5,1.5),H6)))",3,H6
C0953,1,H05_volatility_structure_ex_liquidity_mul,P11_volatility_basis,ClipRank,H6,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(realized_vol_24,4)),-2.0,2.0),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(realized_vol_24,H6)),-2.0,2.0),H6))))",4,H6
C0954,0,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,RollingMaxRank,mixed_6_24,same_symbol_rank,Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(TSMean(Rank(RollingMax(avg_trade_size_quote,3)),3))","ResidualizeVsCore4(TSMean(Rank(RollingMax(avg_trade_size_quote,H6)),H6))",3,H6
C0954,1,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,RollingMaxRank,mixed_6_24,same_symbol_rank,Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(number_of_trades,4)),4)))","ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(number_of_trades,H6)),H6)))",4,H6
C0955,0,H11_regime_conditional_non_may,P5_basis_premium,TSRankMul,H72,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(mark_index_ratio,3),ZScore(TSMean(cs_z_mark_index_ratio,5))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(mark_index_ratio,H6),ZScore(TSMean(cs_z_mark_index_ratio,H6))),H6)))",5,H6
C0955,1,H11_regime_conditional_non_may,P5_basis_premium,TSRankMul,H72,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(mark_minus_index,4),ZScore(TSMean(mark_index_ratio,12))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(mark_minus_index,H6),ZScore(TSMean(mark_index_ratio,H12))),H6))))",12,H12
C0956,0,H14_open_ast_cem_diversity,P1_range_volatility,DecayZScore,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(Decay(hl_range,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(Decay(hl_range,H6)),H6)))",3,H6
C0956,1,H14_open_ast_cem_diversity,P1_range_volatility,DecayZScore,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_6,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_6,H6)),H6))))",4,H6
C0957,0,H00_low_turnover_robust,P13_trade_size_volatility,TSStdZScore,H72,cross_symbol_rank,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(TSStd(avg_trade_size_quote,3)),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(TSStd(avg_trade_size_quote,H6)),H6)))",3,H6
C0957,1,H00_low_turnover_robust,P13_trade_size_volatility,TSStdZScore,H72,cross_symbol_rank,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(number_of_trades,4)),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(number_of_trades,H6)),H6))))",4,H6
C0958,0,H05_volatility_structure_ex_liquidity_mul,P14_horizon_spread,AbsZScore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Abs(ZScore(Delta(ret_6,3))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6)))",3,H6
C0958,1,H05_volatility_structure_ex_liquidity_mul,P14_horizon_spread,AbsZScore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(ret_12,4))),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(ret_12,H6))),H6))))",4,H6
C0959,0,H01_cross_symbol_relative_strength,P1_range_volatility,TSStdZScore,spread_12_vs_48,cross_symbol_rank,none,F5_funding_neutral,"cross_symbol_rank(TSMean(ZScore(TSStd(hl_range,3)),3))","cross_symbol_rank(TSMean(ZScore(TSStd(hl_range,H6)),H6))",3,H6
C0959,1,H01_cross_symbol_relative_strength,P1_range_volatility,TSStdZScore,spread_12_vs_48,cross_symbol_rank,none,F5_funding_neutral,"cross_symbol_rank(Rank(TSMean(ZScore(TSStd(realized_vol_6,4)),4)))","cross_symbol_rank(Rank(TSMean(ZScore(TSStd(realized_vol_6,H6)),H6)))",4,H6
C0960,0,H02_cross_symbol_dispersion_reversal,P5_basis_premium,TSMeanRank,H48,same_symbol_rank,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,3)),3))","ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,H6)),H6))",3,H6
C0960,1,H02_cross_symbol_dispersion_reversal,P5_basis_premium,TSMeanRank,H48,same_symbol_rank,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_minus_index,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_minus_index,H6)),H6)))",4,H6
C0961,0,H08_trade_size_microstructure_lite,P6_funding_observable,CrossSymbolRank,ensemble_6_12_24_48,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(latest_known_funding_rate,3)),3))","ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(latest_known_funding_rate,H6)),H6))",3,H6
C0961,1,H08_trade_size_microstructure_lite,P6_funding_observable,CrossSymbolRank,ensemble_6_12_24_48,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(funding_rate_z_24,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(funding_rate_z_24,H6)),H6)))",4,H6
C0962,0,H06_liquidity_structure_ex_realized_vol_mul,P1_range_volatility,NegRank,H12,same_symbol_rank,none,F7_trend_reversal,"TSMean(Neg(Rank(Decay(hl_range,3))),3)","TSMean(Neg(Rank(Decay(hl_range,H6))),H6)",3,H6
C0962,1,H06_liquidity_structure_ex_realized_vol_mul,P1_range_volatility,NegRank,H12,same_symbol_rank,none,F7_trend_reversal,"Rank(TSMean(Neg(Rank(Decay(realized_vol_6,4))),4))","Rank(TSMean(Neg(Rank(Decay(realized_vol_6,H6))),H6))",4,H6
C0963,0,H01_cross_symbol_relative_strength,P2_liquidity,NegRank,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(quote_asset_volume,3))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(quote_asset_volume,H6))),H6)))",3,H6
C0963,1,H01_cross_symbol_relative_strength,P2_liquidity,NegRank,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(number_of_trades,4))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(number_of_trades,H6))),H6))))",4,H6
C0964,0,H04_basis_compression_expansion,P7_cross_symbol_relative,ResidualizeVsFundingCore,mixed_12_48,same_symbol_zscore,none,F7_trend_reversal,"TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_6,3)),ZScore(TSMean(cs_z_premium_index,5)))),3)","TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_6,H6)),ZScore(TSMean(cs_z_premium_index,H6)))),H6)",5,H6
C0964,1,H04_basis_compression_expansion,P7_cross_symbol_relative,ResidualizeVsFundingCore,mixed_12_48,same_symbol_zscore,none,F7_trend_reversal,"Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_12,4)),ZScore(TSMean(cs_z_ret_6,12)))),4))","Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_12,H6)),ZScore(TSMean(cs_z_ret_6,H12)))),H6))",12,H12
C0965,0,H07_taker_flow_lag_stable,P1_range_volatility,SubRank,spread_6_vs_24,same_symbol_rank,none,F0_calendar_blocks,"TSMean(Sub(Rank(TSMean(hl_range,3)),Rank(TSMean(realized_vol_24,5))),3)","TSMean(Sub(Rank(TSMean(hl_range,H6)),Rank(TSMean(realized_vol_24,H6))),H6)",5,H6
C0965,1,H07_taker_flow_lag_stable,P1_range_volatility,SubRank,spread_6_vs_24,same_symbol_rank,none,F0_calendar_blocks,"Rank(TSMean(Sub(Rank(TSMean(realized_vol_6,4)),Rank(TSMean(hl_range,12))),4))","Rank(TSMean(Sub(Rank(TSMean(realized_vol_6,H6)),Rank(TSMean(hl_range,H12))),H6))",12,H12
