semantic_pair,decision,count
basis_premium_like|listing_age_like,A7LS18a7ls18_s049_RANK_LABEL_DIAGNOSTIC_CLUE,30
basis_premium_like|volatility_like,A7LS18a7ls18_s031_NUMERIC_CLUE,30
price_like|taker_flow_like,HOLD_A7LS18a7ls18_s085_ONE_BAR_LAG_FRAGILE,30
price_like|liquidity_like,A7LS18a7ls18_s080_NUMERIC_CLUE,30
volatility_like|regime_state,A7LS18a7ls18_s094_RANK_LABEL_DIAGNOSTIC_CLUE,30
funding_state_like|basis_premium_like,A7LS18a7ls18_s096_NUMERIC_CLUE,30
basis_premium_like|listing_age_like,A7LS18a7ls18_s018_RANK_LABEL_DIAGNOSTIC_CLUE,29
basis_premium_like|listing_age_like,A7LS18a7ls18_s012_RANK_LABEL_DIAGNOSTIC_CLUE,29
taker_flow_like|liquidity_like,HOLD_A7LS18a7ls18_s088_CONTROL_DOMINATED,29
open_interest_like|taker_flow_like,A7LS18a7ls18_s118_NUMERIC_CLUE,29
open_interest_like,A7LS18a7ls18_s066_NUMERIC_CLUE,28
taker_flow_like,A7LS18a7ls18_s088_RANK_LABEL_DIAGNOSTIC_CLUE,28
open_interest_like|positioning_like,A7LS18a7ls18_s113_RANK_LABEL_DIAGNOSTIC_CLUE,28
liquidity_like,A7LS18a7ls18_s037_RANK_LABEL_DIAGNOSTIC_CLUE,28
basis_premium_like|liquidity_like,A7LS18a7ls18_s049_RANK_LABEL_DIAGNOSTIC_CLUE,28
price_like,A7LS18a7ls18_s042_NUMERIC_CLUE,28
positioning_like|basis_premium_like,A7LS18a7ls18_s124_RANK_LABEL_DIAGNOSTIC_CLUE,28
liquidity_like,A7LS18a7ls18_s038_RANK_LABEL_DIAGNOSTIC_CLUE,28
basis_premium_like|liquidity_like,A7LS18a7ls18_s007_RANK_LABEL_DIAGNOSTIC_CLUE,28
basis_premium|basis_premium|basis_premium_like,A7LS18a7ls18_s035_RANK_LABEL_DIAGNOSTIC_CLUE,27
basis_premium_like|open_interest_like,A7LS18a7ls18_s050_NUMERIC_CLUE,27
open_interest_like|funding_state_like,A7LS18a7ls18_s110_RANK_LABEL_DIAGNOSTIC_CLUE,27
price_like|listing_age_like,HOLD_A7LS18a7ls18_s081_ONE_BAR_LAG_FRAGILE,27
price_like|listing_age_like,HOLD_A7LS18a7ls18_s082_ONE_BAR_LAG_FRAGILE,26
price_like|basis_premium_like,A7LS18a7ls18_s078_NUMERIC_CLUE,26
price_like|basis_premium_like,A7LS18a7ls18_s079_NUMERIC_CLUE,26
price_like|liquidity_like,HOLD_A7LS18a7ls18_s080_ONE_BAR_LAG_FRAGILE,26
basis_premium_like|volatility_like,A7LS18a7ls18_s052_NUMERIC_CLUE,26
open_interest_like,A7LS18a7ls18_s066_RANK_LABEL_DIAGNOSTIC_CLUE,26
volatility_like,A7LS18a7ls18_s093_RANK_LABEL_DIAGNOSTIC_CLUE,26
funding_state_like|basis_premium_like,A7LS18a7ls18_s096_RANK_LABEL_DIAGNOSTIC_CLUE,26
open_interest_like|volatility_like,A7LS18a7ls18_s072_RANK_LABEL_DIAGNOSTIC_CLUE,26
taker_flow_like,A7LS18a7ls18_s088_NUMERIC_CLUE,26
basis_premium_like|positioning_like,A7LS18a7ls18_s020_RANK_LABEL_DIAGNOSTIC_CLUE,26
open_interest_like|positioning_like,A7LS18a7ls18_s114_NUMERIC_CLUE,25
funding_state_like|open_interest_like,A7LS18a7ls18_s056_RANK_LABEL_DIAGNOSTIC_CLUE,25
price_like|volatility_like,HOLD_A7LS18a7ls18_s086_ONE_BAR_LAG_FRAGILE,25
funding_state_like|liquidity_like,A7LS18a7ls18_s054_RANK_LABEL_DIAGNOSTIC_CLUE,25
positioning_like|liquidity_like,A7LS18a7ls18_s073_RANK_LABEL_DIAGNOSTIC_CLUE,24
open_interest_like|taker_flow_like,A7LS18a7ls18_s070_RANK_LABEL_DIAGNOSTIC_CLUE,23
regime_state|price_like,HOLD_A7LS18a7ls18_s142_ONE_BAR_LAG_FRAGILE,23
volatility_like|liquidity_like,A7LS18a7ls18_s147_RANK_LABEL_DIAGNOSTIC_CLUE,23
taker_flow_like|volatility_like,A7LS18a7ls18_s092_RANK_LABEL_DIAGNOSTIC_CLUE,23
open_interest_like|regime_state,A7LS18a7ls18_s116_RANK_LABEL_DIAGNOSTIC_CLUE,23
open_interest_like|positioning_like|positioning_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,23
open_interest_like|funding_state_like,A7LS18a7ls18_s107_NUMERIC_CLUE,23
open_interest_like|positioning_like,A7LS18a7ls18_s115_RANK_LABEL_DIAGNOSTIC_CLUE,23
volatility_like|volume_volatility_ratio_168h|basis_premium_like,A7LS18a7ls18_s045_RANK_LABEL_DIAGNOSTIC_CLUE,23
price_like|positioning_like,HOLD_A7LS18a7ls18_s083_ONE_BAR_LAG_FRAGILE,23
price_like|listing_age_like,A7LS18a7ls18_s081_NUMERIC_CLUE,23
funding_state_like|basis_premium_like,A7LS18a7ls18_s097_NUMERIC_CLUE,22
open_interest_like,A7LS18a7ls18_s065_NUMERIC_CLUE,22
funding_state_like|basis_premium_like,A7LS18a7ls18_s098_RANK_LABEL_DIAGNOSTIC_CLUE,22
basis_premium_like|regime_state,A7LS18a7ls18_s051_NUMERIC_CLUE,22
price_like,A7LS18a7ls18_s078_NUMERIC_CLUE,22
basis_premium_like|liquidity_like,A7LS18a7ls18_s048_RANK_LABEL_DIAGNOSTIC_CLUE,22
basis_premium_like|liquidity_like,A7LS18a7ls18_s048_NUMERIC_CLUE,22
low_prior_axes|price_like,HOLD_A7LS18a7ls18_s133_ONE_BAR_LAG_FRAGILE,22
basis_premium_like|age_x_volatility|liquidity_like,A7LS18a7ls18_s005_RANK_LABEL_DIAGNOSTIC_CLUE,22
basis_premium|positioning_flow|basis_premium_like,A7LS18a7ls18_s036_RANK_LABEL_DIAGNOSTIC_CLUE,22
funding_state_like|liquidity_like,A7LS18a7ls18_s055_RANK_LABEL_DIAGNOSTIC_CLUE,21
funding_state_like|listing_age_like,A7LS18a7ls18_s055_RANK_LABEL_DIAGNOSTIC_CLUE,21
low_prior_axes|price_like,A7LS18a7ls18_s133_NUMERIC_CLUE,21
funding_state_like|positioning_like,A7LS18a7ls18_s057_RANK_LABEL_DIAGNOSTIC_CLUE,21
open_interest_like|funding_state_like,A7LS18a7ls18_s107_RANK_LABEL_DIAGNOSTIC_CLUE,21
price_like|positioning_like,A7LS18a7ls18_s084_NUMERIC_CLUE,21
price_like|taker_flow_like,A7LS18a7ls18_s085_NUMERIC_CLUE,20
placebo|price_like,HOLD_A7LS18a7ls18_s142_CONTROL_DOMINATED,20
taker_flow_like|listing_age_like,A7LS18a7ls18_s090_RANK_LABEL_DIAGNOSTIC_CLUE,20
open_interest_like|positioning_like,A7LS18a7ls18_s112_RANK_LABEL_DIAGNOSTIC_CLUE,20
listing_age_like,A7LS18a7ls18_s038_RANK_LABEL_DIAGNOSTIC_CLUE,20
basis_premium_like|age_x_volatility|basis_premium_like,A7LS18a7ls18_s005_RANK_LABEL_DIAGNOSTIC_CLUE,19
price_like,HOLD_A7LS18a7ls18_s077_ONE_BAR_LAG_FRAGILE,19
positioning_like|basis_premium_like,A7LS18a7ls18_s123_RANK_LABEL_DIAGNOSTIC_CLUE,19
price_like|listing_age_like,A7LS18a7ls18_s082_NUMERIC_CLUE,19
open_interest_like|taker_flow_like,A7LS18a7ls18_s119_RANK_LABEL_DIAGNOSTIC_CLUE,19
basis_premium_like|taker_flow_like,A7LS18a7ls18_s052_NUMERIC_CLUE,19
open_interest_like|listing_age_like,A7LS18a7ls18_s067_RANK_LABEL_DIAGNOSTIC_CLUE,19
basis_premium_like|taker_flow_like,A7LS18a7ls18_s051_RANK_LABEL_DIAGNOSTIC_CLUE,18
open_interest_like|taker_flow_like,A7LS18a7ls18_s121_NUMERIC_CLUE,18
listing_age_like,HOLD_A7LS18a7ls18_s039_CONTROL_DOMINATED,18
price_like,A7LS18a7ls18_s077_NUMERIC_CLUE,17
listing_age_like,A7LS18a7ls18_s063_RANK_LABEL_DIAGNOSTIC_CLUE,17
price_like|open_interest_like,HOLD_A7LS18a7ls18_s082_ONE_BAR_LAG_FRAGILE,17
volatility_like|basis_premium_like,HOLD_A7LS18a7ls18_s043_ONE_BAR_LAG_FRAGILE,17
open_interest_like|taker_flow_like,A7LS18a7ls18_s122_RANK_LABEL_DIAGNOSTIC_CLUE,17
positioning_like|volatility_like,A7LS18a7ls18_s076_RANK_LABEL_DIAGNOSTIC_CLUE,17
basis_premium_like|positioning_like,A7LS18a7ls18_s050_RANK_LABEL_DIAGNOSTIC_CLUE,16
positioning_like|listing_age_like,A7LS18a7ls18_s074_RANK_LABEL_DIAGNOSTIC_CLUE,16
listing_age_like|regime_state|positioning_like,A7LS18a7ls18_s039_RANK_LABEL_DIAGNOSTIC_CLUE,16
basis_premium|basis_premium|volatility_like,A7LS18a7ls18_s035_RANK_LABEL_DIAGNOSTIC_CLUE,16
basis_premium_like|age_x_volatility|volatility_like,A7LS18a7ls18_s006_RANK_LABEL_DIAGNOSTIC_CLUE,16
positioning_like|basis_premium_like,A7LS18a7ls18_s124_NUMERIC_CLUE,16
price_like|positioning_like,A7LS18a7ls18_s083_NUMERIC_CLUE,16
open_interest_like|age_x_liquidity|liquidity_like,HOLD_A7LS18a7ls18_s039_CONTROL_DOMINATED,15
funding_state_like|basis_premium_like,HOLD_A7LS18a7ls18_s095_ONE_BAR_LAG_FRAGILE,15
open_interest_like|liquidity_like,A7LS18a7ls18_s066_RANK_LABEL_DIAGNOSTIC_CLUE,15
open_interest_like|age_x_liquidity|positioning_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,15
volatility_like|volume_volatility_ratio_168h|positioning_like,A7LS18a7ls18_s046_RANK_LABEL_DIAGNOSTIC_CLUE,15
volatility_like|volume_volatility_ratio_168h|volatility_like,A7LS18a7ls18_s047_NUMERIC_CLUE,15
placebo|price_like,HOLD_A7LS18a7ls18_s141_COST2_PROXY_FRAGILE,15
open_interest_like|funding_state_like,A7LS18a7ls18_s109_RANK_LABEL_DIAGNOSTIC_CLUE,15
positioning_like|taker_flow_like,A7LS18a7ls18_s128_RANK_LABEL_DIAGNOSTIC_CLUE,15
volatility_like|liquidity_rank_active_universe|listing_age_like,A7LS18a7ls18_s043_RANK_LABEL_DIAGNOSTIC_CLUE,15
liquidity_like|regime_state,HOLD_A7LS18a7ls18_s061_CONTROL_DOMINATED,14
volatility_like|volume_volatility_ratio_168h|listing_age_like,A7LS18a7ls18_s045_RANK_LABEL_DIAGNOSTIC_CLUE,14
price_like|funding_state_like,HOLD_A7LS18a7ls18_s080_ONE_BAR_LAG_FRAGILE,13
listing_age_like,A7LS18a7ls18_s064_RANK_LABEL_DIAGNOSTIC_CLUE,13
open_interest_like|listing_age_like,A7LS18a7ls18_s068_NUMERIC_CLUE,13
funding_state_like|basis_premium_like,A7LS18a7ls18_s095_RANK_LABEL_DIAGNOSTIC_CLUE,13
basis_premium_like|open_interest_like,A7LS18a7ls18_s049_RANK_LABEL_DIAGNOSTIC_CLUE,13
volatility_like|listing_age_like,A7LS18a7ls18_s044_NUMERIC_CLUE,12
open_interest_like|taker_flow_like,A7LS18a7ls18_s071_RANK_LABEL_DIAGNOSTIC_CLUE,12
basis_premium_like|liquidity_like,A7LS18a7ls18_s049_NUMERIC_CLUE,12
taker_flow_like,A7LS18a7ls18_s087_RANK_LABEL_DIAGNOSTIC_CLUE,12
taker_flow_like,HOLD_A7LS18a7ls18_s088_ONE_BAR_LAG_FRAGILE,12
open_interest_like|funding_state_like,A7LS18a7ls18_s110_NUMERIC_CLUE,12
placebo|price_like,HOLD_A7LS18a7ls18_s139_COST2_PROXY_FRAGILE,12
open_interest_like|positioning_like,A7LS18a7ls18_s112_NUMERIC_CLUE,12
basis_premium_like|volatility_like,A7LS18a7ls18_s033_NUMERIC_CLUE,12
price_like|volatility_like,A7LS18a7ls18_s086_NUMERIC_CLUE,12
open_interest_like|funding_state_like,A7LS18a7ls18_s106_RANK_LABEL_DIAGNOSTIC_CLUE,12
open_interest_like|funding_state_like,A7LS18a7ls18_s106_NUMERIC_CLUE,12
open_interest_like|funding_state_like,A7LS18a7ls18_s108_NUMERIC_CLUE,11
basis_premium_like|positioning_like,A7LS18a7ls18_s051_RANK_LABEL_DIAGNOSTIC_CLUE,11
funding_state_like|open_interest_like,HOLD_A7LS18a7ls18_s057_CONTROL_DOMINATED,11
price_like|volatility_like,A7LS18a7ls18_s085_NUMERIC_CLUE,11
price_like|taker_flow_like,A7LS18a7ls18_s084_NUMERIC_CLUE,11
volatility_like|volume_volatility_ratio_168h|liquidity_like,A7LS18a7ls18_s045_RANK_LABEL_DIAGNOSTIC_CLUE,11
taker_flow_like|listing_age_like,HOLD_A7LS18a7ls18_s090_ONE_BAR_LAG_FRAGILE,11
positioning_like,A7LS18a7ls18_s072_RANK_LABEL_DIAGNOSTIC_CLUE,10
price_like|open_interest_like,A7LS18a7ls18_s082_NUMERIC_CLUE,10
basis_premium_like|volatility_like,A7LS18a7ls18_s035_NUMERIC_CLUE,10
price_like|funding_state_like,A7LS18a7ls18_s079_NUMERIC_CLUE,10
price_like|regime_state,A7LS18a7ls18_s084_NUMERIC_CLUE,10
basis_premium_like,HOLD_A7LS18a7ls18_s000_COST2_PROXY_FRAGILE,10
basis_premium_like|positioning_like,A7LS18a7ls18_s051_NUMERIC_CLUE,10
volatility_like,A7LS18a7ls18_s043_RANK_LABEL_DIAGNOSTIC_CLUE,10
basis_premium|positioning_flow|volatility_like,A7LS18a7ls18_s037_RANK_LABEL_DIAGNOSTIC_CLUE,10
price_like|funding_state_like,HOLD_A7LS18a7ls18_s079_ONE_BAR_LAG_FRAGILE,10
basis_premium_like|funding_state_like,A7LS18a7ls18_s047_NUMERIC_CLUE,9
basis_premium_like,HOLD_A7LS18a7ls18_s002_COST2_PROXY_FRAGILE,9
basis_premium_like|age_x_volatility|positioning_like,A7LS18a7ls18_s006_RANK_LABEL_DIAGNOSTIC_CLUE,9
positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s125_COST2_PROXY_FRAGILE,9
price_like|open_interest_like,HOLD_A7LS18a7ls18_s083_ONE_BAR_LAG_FRAGILE,9
basis_premium_like|listing_age_like,HOLD_A7LS18a7ls18_s015_COST2_PROXY_FRAGILE,9
basis_premium_like|price_like,HOLD_A7LS18a7ls18_s028_COST2_PROXY_FRAGILE,9
open_interest_like|positioning_like|basis_premium_like,HOLD_A7LS18a7ls18_s040_ONE_BAR_LAG_FRAGILE,9
basis_premium_like|regime_state,A7LS18a7ls18_s051_RANK_LABEL_DIAGNOSTIC_CLUE,9
basis_premium|positioning_flow|positioning_like,A7LS18a7ls18_s036_NUMERIC_CLUE,9
open_interest_like|positioning_like,A7LS18a7ls18_s069_NUMERIC_CLUE,9
listing_age_like|liquidity_like,A7LS18a7ls18_s105_RANK_LABEL_DIAGNOSTIC_CLUE,8
basis_premium_like|listing_age_like,HOLD_A7LS18a7ls18_s016_COST2_PROXY_FRAGILE,8
open_interest_like|regime_state,A7LS18a7ls18_s115_RANK_LABEL_DIAGNOSTIC_CLUE,8
price_like|open_interest_like,A7LS18a7ls18_s083_NUMERIC_CLUE,8
listing_age_like|basis_premium_like,HOLD_A7LS18a7ls18_s099_COST2_PROXY_FRAGILE,8
volatility_like|liquidity_like,A7LS18a7ls18_s043_RANK_LABEL_DIAGNOSTIC_CLUE,8
open_interest_like|taker_flow_like,A7LS18a7ls18_s070_NUMERIC_CLUE,8
open_interest_like|taker_flow_like,A7LS18a7ls18_s119_NUMERIC_CLUE,8
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s022_COST2_PROXY_FRAGILE,8
taker_flow_like|listing_age_like,A7LS18a7ls18_s090_NUMERIC_CLUE,8
open_interest_like|regime_state,A7LS18a7ls18_s070_RANK_LABEL_DIAGNOSTIC_CLUE,8
basis_premium|basis_premium|listing_age_like,A7LS18a7ls18_s035_RANK_LABEL_DIAGNOSTIC_CLUE,8
basis_premium_like|volatility_like,A7LS18a7ls18_s035_RANK_LABEL_DIAGNOSTIC_CLUE,8
basis_premium_like|price_like,HOLD_A7LS18a7ls18_s026_COST2_PROXY_FRAGILE,8
open_interest_like|positioning_like,A7LS18a7ls18_s115_NUMERIC_CLUE,8
taker_flow_like,A7LS18a7ls18_s087_NUMERIC_CLUE,7
open_interest_like|liquidity_rank_active_universe|positioning_like,HOLD_A7LS18a7ls18_s040_CONTROL_DOMINATED,7
funding_state_like|basis_premium_like,A7LS18a7ls18_s095_NUMERIC_CLUE,7
basis_premium_like|positioning_like,HOLD_A7LS18a7ls18_s023_COST2_PROXY_FRAGILE,7
basis_premium_like|age_x_volatility|liquidity_like,A7LS18a7ls18_s005_NUMERIC_CLUE,7
open_interest_like|taker_flow_like,A7LS18a7ls18_s120_NUMERIC_CLUE,7
basis_premium_like|positioning_like,A7LS18a7ls18_s018_RANK_LABEL_DIAGNOSTIC_CLUE,7
basis_premium_like|funding_state_like,A7LS18a7ls18_s047_RANK_LABEL_DIAGNOSTIC_CLUE,7
positioning_like,A7LS18a7ls18_s072_NUMERIC_CLUE,7
open_interest_like|regime_state,A7LS18a7ls18_s116_NUMERIC_CLUE,7
positioning_like|taker_flow_like,A7LS18a7ls18_s129_NUMERIC_CLUE,7
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s009_COST2_PROXY_FRAGILE,7
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s012_COST2_PROXY_FRAGILE,7
basis_premium_like|price_like,HOLD_A7LS18a7ls18_s025_COST2_PROXY_FRAGILE,7
volatility_like|liquidity_rank_active_universe|basis_premium_like,A7LS18a7ls18_s043_RANK_LABEL_DIAGNOSTIC_CLUE,6
positioning_like|taker_flow_like,A7LS18a7ls18_s132_RANK_LABEL_DIAGNOSTIC_CLUE,6
positioning_like|taker_flow_like,A7LS18a7ls18_s130_NUMERIC_CLUE,6
price_like|taker_flow_like,HOLD_A7LS18a7ls18_s084_ONE_BAR_LAG_FRAGILE,6
price_like|volatility_like,HOLD_A7LS18a7ls18_s085_ONE_BAR_LAG_FRAGILE,6
price_like|positioning_like,HOLD_A7LS18a7ls18_s084_ONE_BAR_LAG_FRAGILE,6
liquidity_like|listing_age_like,A7LS18a7ls18_s060_RANK_LABEL_DIAGNOSTIC_CLUE,6
price_like|basis_premium_like,HOLD_A7LS18a7ls18_s078_COST2_PROXY_FRAGILE,6
price_like|regime_state,HOLD_A7LS18a7ls18_s084_ONE_BAR_LAG_FRAGILE,6
price_like|liquidity_like,HOLD_A7LS18a7ls18_s081_ONE_BAR_LAG_FRAGILE,6
funding_state_like|basis_premium_like,HOLD_A7LS18a7ls18_s097_COST2_PROXY_FRAGILE,6
basis_premium_like,HOLD_A7LS18a7ls18_s003_COST2_PROXY_FRAGILE,6
basis_premium_like,HOLD_A7LS18a7ls18_s047_COST2_PROXY_FRAGILE,6
volatility_like|liquidity_rank_active_universe|volatility_like,A7LS18a7ls18_s044_NUMERIC_CLUE,6
basis_premium|positioning_flow|basis_premium_like,HOLD_A7LS18a7ls18_s035_ONE_BAR_LAG_FRAGILE,6
open_interest_like|positioning_like|volatility_like,HOLD_A7LS18a7ls18_s041_CONTROL_DOMINATED,6
volatility_like|liquidity_like,A7LS18a7ls18_s145_NUMERIC_CLUE,6
volatility_like|liquidity_like,A7LS18a7ls18_s146_NUMERIC_CLUE,6
volatility_like|volume_volatility_ratio_168h|regime_state,A7LS18a7ls18_s046_RANK_LABEL_DIAGNOSTIC_CLUE,6
price_like|taker_flow_like,HOLD_A7LS18a7ls18_s085_COST2_PROXY_FRAGILE,5
liquidity_like|volatility_like,A7LS18a7ls18_s062_NUMERIC_CLUE,5
placebo|price_like,HOLD_A7LS18a7ls18_s140_COST2_PROXY_FRAGILE,5
liquidity_like,A7LS18a7ls18_s060_NUMERIC_CLUE,5
basis_premium_like|volatility_like,HOLD_A7LS18a7ls18_s034_COST2_PROXY_FRAGILE,5
positioning_like,A7LS18a7ls18_s073_RANK_LABEL_DIAGNOSTIC_CLUE,5
positioning_like|taker_flow_like,A7LS18a7ls18_s127_RANK_LABEL_DIAGNOSTIC_CLUE,5
open_interest_like|positioning_like|liquidity_like,A7LS18a7ls18_s040_RANK_LABEL_DIAGNOSTIC_CLUE,5
funding_state_like,A7LS18a7ls18_s053_RANK_LABEL_DIAGNOSTIC_CLUE,5
positioning_like|taker_flow_like,HOLD_A7LS18a7ls18_s076_ONE_BAR_LAG_FRAGILE,5
open_interest_like|funding_state_like,A7LS18a7ls18_s109_NUMERIC_CLUE,5
basis_premium|positioning_flow|liquidity_like,A7LS18a7ls18_s036_RANK_LABEL_DIAGNOSTIC_CLUE,5
basis_premium|positioning_flow|liquidity_like,A7LS18a7ls18_s036_NUMERIC_CLUE,5
open_interest_like|liquidity_rank_active_universe|basis_premium_like,HOLD_A7LS18a7ls18_s040_ONE_BAR_LAG_FRAGILE,5
basis_premium_like,HOLD_A7LS18a7ls18_s004_COST2_PROXY_FRAGILE,5
taker_flow_like,HOLD_A7LS18a7ls18_s087_ONE_BAR_LAG_FRAGILE,5
placebo|basis_premium_like,HOLD_A7LS18a7ls18_s136_COST2_PROXY_FRAGILE,5
low_prior_axes,HOLD_A7LS18a7ls18_s132_CONTROL_DOMINATED,5
regime_state|price_like,HOLD_A7LS18a7ls18_s143_COST2_PROXY_FRAGILE,5
taker_flow_like|volatility_like,A7LS18a7ls18_s092_NUMERIC_CLUE,5
funding_state_like|taker_flow_like,A7LS18a7ls18_s058_NUMERIC_CLUE,5
positioning_like|taker_flow_like,A7LS18a7ls18_s127_NUMERIC_CLUE,5
open_interest_like|listing_age_like,A7LS18a7ls18_s067_NUMERIC_CLUE,5
open_interest_like|positioning_like,A7LS18a7ls18_s068_RANK_LABEL_DIAGNOSTIC_CLUE,5
volatility_like|liquidity_rank_active_universe|basis_premium_like,A7LS18a7ls18_s043_NUMERIC_CLUE,5
basis_premium|basis_premium|listing_age_like,A7LS18a7ls18_s035_NUMERIC_CLUE,5
basis_premium|positioning_flow|positioning_like,A7LS18a7ls18_s036_RANK_LABEL_DIAGNOSTIC_CLUE,5
open_interest_like|listing_age_like,HOLD_A7LS18a7ls18_s068_ONE_BAR_LAG_FRAGILE,4
basis_premium_like|age_x_volatility|volatility_like,A7LS18a7ls18_s007_RANK_LABEL_DIAGNOSTIC_CLUE,4
placebo|price_like,HOLD_A7LS18a7ls18_s138_COST2_PROXY_FRAGILE,4
price_like|liquidity_like,HOLD_A7LS18a7ls18_s080_COST2_PROXY_FRAGILE,4
positioning_like|taker_flow_like,HOLD_A7LS18a7ls18_s128_ONE_BAR_LAG_FRAGILE,4
open_interest_like|liquidity_like,A7LS18a7ls18_s066_NUMERIC_CLUE,4
positioning_like|taker_flow_like,A7LS18a7ls18_s131_NUMERIC_CLUE,4
price_like,HOLD_A7LS18a7ls18_s078_COST2_PROXY_FRAGILE,4
listing_age_like|regime_state|listing_age_like,A7LS18a7ls18_s039_NUMERIC_CLUE,4
open_interest_like|positioning_like,HOLD_A7LS18a7ls18_s113_ONE_BAR_LAG_FRAGILE,4
funding_state_like|positioning_like,A7LS18a7ls18_s057_NUMERIC_CLUE,4
positioning_like|taker_flow_like,A7LS18a7ls18_s128_NUMERIC_CLUE,4
listing_age_like,A7LS18a7ls18_s038_NUMERIC_CLUE,4
open_interest_like|positioning_like,A7LS18a7ls18_s113_NUMERIC_CLUE,4
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s011_COST2_PROXY_FRAGILE,4
basis_premium_like|age_x_volatility|basis_premium_like,A7LS18a7ls18_s005_NUMERIC_CLUE,4
funding_state_like,A7LS18a7ls18_s053_NUMERIC_CLUE,4
volatility_like|volume_volatility_ratio_168h|liquidity_like,A7LS18a7ls18_s045_NUMERIC_CLUE,4
open_interest_like|taker_flow_like,A7LS18a7ls18_s117_RANK_LABEL_DIAGNOSTIC_CLUE,4
basis_premium_like|volatility_like,A7LS18a7ls18_s029_NUMERIC_CLUE,4
taker_flow_like|listing_age_like,A7LS18a7ls18_s089_NUMERIC_CLUE,4
placebo|basis_premium_like,HOLD_A7LS18a7ls18_s137_COST2_PROXY_FRAGILE,4
open_interest_like|taker_flow_like,HOLD_A7LS18a7ls18_s121_COST2_PROXY_FRAGILE,4
taker_flow_like|listing_age_like,HOLD_A7LS18a7ls18_s091_CONTROL_DOMINATED,4
placebo|basis_premium_like,HOLD_A7LS18a7ls18_s135_COST2_PROXY_FRAGILE,4
basis_premium|positioning_flow|regime_state,A7LS18a7ls18_s037_RANK_LABEL_DIAGNOSTIC_CLUE,4
open_interest_like|taker_flow_like,HOLD_A7LS18a7ls18_s119_ONE_BAR_LAG_FRAGILE,4
basis_premium_like|age_x_volatility|regime_state,A7LS18a7ls18_s006_NUMERIC_CLUE,4
positioning_like|regime_state,A7LS18a7ls18_s075_NUMERIC_CLUE,3
open_interest_like|volatility_like,A7LS18a7ls18_s071_NUMERIC_CLUE,3
basis_premium_like|price_like,A7LS18a7ls18_s023_RANK_LABEL_DIAGNOSTIC_CLUE,3
positioning_like|taker_flow_like,A7LS18a7ls18_s075_RANK_LABEL_DIAGNOSTIC_CLUE,3
basis_premium_like|taker_flow_like,HOLD_A7LS18a7ls18_s052_COST2_PROXY_FRAGILE,3
positioning_like,A7LS18a7ls18_s041_RANK_LABEL_DIAGNOSTIC_CLUE,3
open_interest_like,HOLD_A7LS18a7ls18_s065_ONE_BAR_LAG_FRAGILE,3
open_interest_like|listing_age_like,HOLD_A7LS18a7ls18_s068_COST2_PROXY_FRAGILE,3
low_prior_axes|price_like,HOLD_A7LS18a7ls18_s133_COST2_PROXY_FRAGILE,3
open_interest_like|liquidity_like,HOLD_A7LS18a7ls18_s067_ONE_BAR_LAG_FRAGILE,3
volatility_like|liquidity_like,HOLD_A7LS18a7ls18_s144_ONE_BAR_LAG_FRAGILE,3
open_interest_like|taker_flow_like,HOLD_A7LS18a7ls18_s118_COST2_PROXY_FRAGILE,3
volatility_like|liquidity_rank_active_universe|regime_state,A7LS18a7ls18_s044_NUMERIC_CLUE,3
basis_premium|positioning_flow|regime_state,A7LS18a7ls18_s037_NUMERIC_CLUE,3
volatility_like|basis_premium_like,A7LS18a7ls18_s043_RANK_LABEL_DIAGNOSTIC_CLUE,3
open_interest_like|taker_flow_like,HOLD_A7LS18a7ls18_s120_ONE_BAR_LAG_FRAGILE,3
basis_premium_like|positioning_like,A7LS18a7ls18_s018_NUMERIC_CLUE,3
open_interest_like|positioning_like,HOLD_A7LS18a7ls18_s112_COST2_PROXY_FRAGILE,3
volatility_like|liquidity_like,A7LS18a7ls18_s144_NUMERIC_CLUE,3
basis_premium|positioning_flow|basis_premium_like,A7LS18a7ls18_s036_NUMERIC_CLUE,3
basis_premium_like|open_interest_like,HOLD_A7LS18a7ls18_s050_COST2_PROXY_FRAGILE,3
open_interest_like|positioning_like,HOLD_A7LS18a7ls18_s069_ONE_BAR_LAG_FRAGILE,3
liquidity_like|regime_state,A7LS18a7ls18_s061_RANK_LABEL_DIAGNOSTIC_CLUE,3
liquidity_like|regime_state,HOLD_A7LS18a7ls18_s061_PRE_MAY_UNSTABLE,3
basis_premium_like|liquidity_like,HOLD_A7LS18a7ls18_s007_COST2_PROXY_FRAGILE,3
listing_age_like|regime_state,A7LS18a7ls18_s064_RANK_LABEL_DIAGNOSTIC_CLUE,3
listing_age_like|regime_state|basis_premium_like,A7LS18a7ls18_s039_RANK_LABEL_DIAGNOSTIC_CLUE,3
positioning_like,A7LS18a7ls18_s073_NUMERIC_CLUE,3
basis_premium_like|volatility_like,HOLD_A7LS18a7ls18_s030_COST2_PROXY_FRAGILE,3
